spike times	Vanne1 ON	Vanne1 OFF
30.0457	30.0192	30.2194
30.0519	90.2219	90.2421
30.0585	150.2437	152.2439
30.0644	212.2464	214.2455
30.0705	NA	NA
30.0760	NA	NA
30.0828	NA	NA
30.0903	NA	NA
30.0988	NA	NA
30.1071	NA	NA
30.1176	NA	NA
30.1286	NA	NA
30.1387	NA	NA
30.1515	NA	NA
30.1665	NA	NA
30.1809	NA	NA
30.1995	NA	NA
30.2169	NA	NA
30.2403	NA	NA
90.2582	NA	NA
90.2656	NA	NA
90.2728	NA	NA
90.2836	NA	NA
90.2934	NA	NA
90.3113	NA	NA
150.2809	NA	NA
150.2883	NA	NA
150.2957	NA	NA
150.3032	NA	NA
150.3112	NA	NA
150.3206	NA	NA
150.3300	NA	NA
150.3406	NA	NA
150.3542	NA	NA
150.3687	NA	NA
150.3907	NA	NA
150.4078	NA	NA
150.4307	NA	NA
150.4752	NA	NA
150.4941	NA	NA
150.5286	NA	NA
150.5593	NA	NA
150.5875	NA	NA
150.6180	NA	NA
150.6401	NA	NA
150.7182	NA	NA
150.7880	NA	NA
150.8188	NA	NA
150.8421	NA	NA
150.8820	NA	NA
150.9866	NA	NA
151.0227	NA	NA
151.0823	NA	NA
151.1076	NA	NA
151.1950	NA	NA
151.2356	NA	NA
151.2922	NA	NA
151.3294	NA	NA
151.4261	NA	NA
151.5309	NA	NA
151.5781	NA	NA
151.6916	NA	NA
151.8724	NA	NA
151.9398	NA	NA
151.9873	NA	NA
212.2797	NA	NA
212.2870	NA	NA
212.2947	NA	NA
212.3020	NA	NA
212.3099	NA	NA
212.3180	NA	NA
212.3267	NA	NA
212.3368	NA	NA
212.3479	NA	NA
212.3610	NA	NA
212.3788	NA	NA
212.4012	NA	NA
212.4315	NA	NA
212.4497	NA	NA
212.4833	NA	NA
212.5148	NA	NA
212.5499	NA	NA
212.5706	NA	NA
212.6133	NA	NA
212.6420	NA	NA
212.6712	NA	NA
212.7055	NA	NA
212.8307	NA	NA
212.9454	NA	NA
213.0080	NA	NA
213.1053	NA	NA
213.1337	NA	NA
213.1611	NA	NA
213.2797	NA	NA
213.3559	NA	NA
213.6158	NA	NA
213.7897	NA	NA
213.9154	NA	NA
219.2879	NA	NA
219.3150	NA	NA
227.1617	NA	NA
273.0001	NA	NA
305.8554	NA	NA
330.4364	NA	NA
