spike times	Vanne1 ON	Vanne1 OFF	Vanne2 ON	Vanne2 OFF
61.2806	NA	NA	NA	NA
61.2916	NA	NA	NA	NA
61.3382	NA	NA	NA	NA
61.3757	NA	NA	NA	NA
61.3941	NA	NA	NA	NA
61.4119	NA	NA	NA	NA
61.4369	NA	NA	NA	NA
61.4502	NA	NA	NA	NA
61.5233	NA	NA	NA	NA
61.6359	NA	NA	NA	NA
61.6552	NA	NA	NA	NA
61.6801	NA	NA	NA	NA
61.7352	NA	NA	NA	NA
61.7533	NA	NA	NA	NA
61.7748	NA	NA	NA	NA
61.8292	NA	NA	NA	NA
61.9344	NA	NA	NA	NA
62.0007	NA	NA	NA	NA
62.7609	NA	NA	NA	NA
62.7866	NA	NA	NA	NA
63.4742	NA	NA	NA	NA
63.8132	NA	NA	NA	NA
64.0248	NA	NA	NA	NA
64.7174	NA	NA	NA	NA
65.0174	NA	NA	NA	NA
66.2354	NA	NA	NA	NA
67.2760	NA	NA	NA	NA
67.3848	NA	NA	NA	NA
67.9232	NA	NA	NA	NA
67.9447	NA	NA	NA	NA
68.1463	NA	NA	NA	NA
69.6531	NA	NA	NA	NA
69.6678	NA	NA	NA	NA
70.3889	NA	NA	NA	NA
71.0384	NA	NA	NA	NA
71.1178	NA	NA	NA	NA
71.5549	NA	NA	NA	NA
72.9554	NA	NA	NA	NA
72.9669	NA	NA	NA	NA
73.7751	NA	NA	NA	NA
74.2429	NA	NA	NA	NA
75.5306	NA	NA	NA	NA
75.5452	NA	NA	NA	NA
77.7149	NA	NA	NA	NA
78.7511	NA	NA	NA	NA
79.7212	NA	NA	NA	NA
80.9993	NA	NA	NA	NA
83.4034	NA	NA	NA	NA
83.4260	NA	NA	NA	NA
84.3767	NA	NA	NA	NA
85.5675	NA	NA	NA	NA
86.4124	NA	NA	NA	NA
87.7305	NA	NA	NA	NA
87.9888	NA	NA	NA	NA
88.6000	NA	NA	NA	NA
91.5475	NA	NA	NA	NA
91.6922	NA	NA	NA	NA
91.9953	NA	NA	NA	NA
93.1819	NA	NA	NA	NA
93.5336	NA	NA	NA	NA
93.6920	NA	NA	NA	NA
94.8585	NA	NA	NA	NA
96.0291	NA	NA	NA	NA
96.2160	NA	NA	NA	NA
96.6185	NA	NA	NA	NA
100.1736	NA	NA	NA	NA
100.9376	NA	NA	NA	NA
101.7331	NA	NA	NA	NA
102.0706	NA	NA	NA	NA
102.0833	NA	NA	NA	NA
103.9527	NA	NA	NA	NA
104.7056	NA	NA	NA	NA
105.4830	NA	NA	NA	NA
105.4963	NA	NA	NA	NA
106.9362	NA	NA	NA	NA
107.2110	NA	NA	NA	NA
110.1942	NA	NA	NA	NA
110.5794	NA	NA	NA	NA
111.2762	NA	NA	NA	NA
113.7096	NA	NA	NA	NA
113.7227	NA	NA	NA	NA
115.3354	NA	NA	NA	NA
116.2932	NA	NA	NA	NA
118.5288	NA	NA	NA	NA
119.1524	NA	NA	NA	NA
120.2126	NA	NA	NA	NA
120.2804	NA	NA	NA	NA
120.3071	NA	NA	NA	NA
122.0453	NA	NA	NA	NA
122.0532	NA	NA	NA	NA
122.0591	NA	NA	NA	NA
122.0643	NA	NA	NA	NA
122.0690	NA	NA	NA	NA
122.0734	NA	NA	NA	NA
122.0775	NA	NA	NA	NA
122.0817	NA	NA	NA	NA
122.0859	NA	NA	NA	NA
122.0906	NA	NA	NA	NA
122.0960	NA	NA	NA	NA
122.1009	NA	NA	NA	NA
122.1063	NA	NA	NA	NA
122.1112	NA	NA	NA	NA
122.1171	NA	NA	NA	NA
122.1237	NA	NA	NA	NA
122.1316	NA	NA	NA	NA
122.1404	NA	NA	NA	NA
122.1490	NA	NA	NA	NA
122.1563	NA	NA	NA	NA
122.1677	NA	NA	NA	NA
122.1778	NA	NA	NA	NA
122.1936	NA	NA	NA	NA
122.2014	NA	NA	NA	NA
122.2110	NA	NA	NA	NA
122.2348	NA	NA	NA	NA
122.2506	NA	NA	NA	NA
122.2656	NA	NA	NA	NA
122.2843	NA	NA	NA	NA
122.2948	NA	NA	NA	NA
122.3222	NA	NA	NA	NA
122.3379	NA	NA	NA	NA
122.3526	NA	NA	NA	NA
122.3649	NA	NA	NA	NA
122.3744	NA	NA	NA	NA
122.3849	NA	NA	NA	NA
122.4239	NA	NA	NA	NA
122.4320	NA	NA	NA	NA
122.4445	NA	NA	NA	NA
122.4797	NA	NA	NA	NA
122.5271	NA	NA	NA	NA
122.5380	NA	NA	NA	NA
122.5440	NA	NA	NA	NA
122.5897	NA	NA	NA	NA
122.6361	NA	NA	NA	NA
122.6831	NA	NA	NA	NA
122.7020	NA	NA	NA	NA
122.7190	NA	NA	NA	NA
122.7316	NA	NA	NA	NA
122.8081	NA	NA	NA	NA
122.8224	NA	NA	NA	NA
122.8379	NA	NA	NA	NA
122.8694	NA	NA	NA	NA
122.9130	NA	NA	NA	NA
122.9277	NA	NA	NA	NA
122.9719	NA	NA	NA	NA
122.9803	NA	NA	NA	NA
123.0085	NA	NA	NA	NA
123.0316	NA	NA	NA	NA
123.0631	NA	NA	NA	NA
123.1506	NA	NA	NA	NA
123.2219	NA	NA	NA	NA
123.2310	NA	NA	NA	NA
123.2421	NA	NA	NA	NA
123.2864	NA	NA	NA	NA
123.3102	NA	NA	NA	NA
123.4079	NA	NA	NA	NA
123.4203	NA	NA	NA	NA
123.4673	NA	NA	NA	NA
123.4780	NA	NA	NA	NA
123.4954	NA	NA	NA	NA
123.5347	NA	NA	NA	NA
123.5653	NA	NA	NA	NA
123.6954	NA	NA	NA	NA
123.7412	NA	NA	NA	NA
123.7986	NA	NA	NA	NA
123.8143	NA	NA	NA	NA
123.8406	NA	NA	NA	NA
123.9064	NA	NA	NA	NA
123.9416	NA	NA	NA	NA
124.0017	NA	NA	NA	NA
125.0516	NA	NA	NA	NA
125.0616	NA	NA	NA	NA
125.2541	NA	NA	NA	NA
125.5095	NA	NA	NA	NA
125.8829	NA	NA	NA	NA
125.9480	NA	NA	NA	NA
125.9567	NA	NA	NA	NA
126.2095	NA	NA	NA	NA
126.9768	NA	NA	NA	NA
127.0902	NA	NA	NA	NA
127.4773	NA	NA	NA	NA
127.8628	NA	NA	NA	NA
128.4582	NA	NA	NA	NA
128.4834	NA	NA	NA	NA
128.8040	NA	NA	NA	NA
129.2348	NA	NA	NA	NA
129.8214	NA	NA	NA	NA
129.9558	NA	NA	NA	NA
130.9727	NA	NA	NA	NA
131.7473	NA	NA	NA	NA
132.9322	NA	NA	NA	NA
133.4546	NA	NA	NA	NA
133.6005	NA	NA	NA	NA
133.9813	NA	NA	NA	NA
134.6730	NA	NA	NA	NA
136.4228	NA	NA	NA	NA
136.7886	NA	NA	NA	NA
137.1841	NA	NA	NA	NA
137.8067	NA	NA	NA	NA
139.3960	NA	NA	NA	NA
139.7105	NA	NA	NA	NA
141.7765	NA	NA	NA	NA
145.4677	NA	NA	NA	NA
145.5918	NA	NA	NA	NA
145.9655	NA	NA	NA	NA
146.6658	NA	NA	NA	NA
146.9597	NA	NA	NA	NA
147.3124	NA	NA	NA	NA
148.8497	NA	NA	NA	NA
148.8760	NA	NA	NA	NA
150.7729	NA	NA	NA	NA
154.1532	NA	NA	NA	NA
155.1212	NA	NA	NA	NA
155.7728	NA	NA	NA	NA
156.5445	NA	NA	NA	NA
157.7965	NA	NA	NA	NA
158.1361	NA	NA	NA	NA
160.5862	NA	NA	NA	NA
161.5470	NA	NA	NA	NA
163.4201	NA	NA	NA	NA
164.0990	NA	NA	NA	NA
165.1770	NA	NA	NA	NA
165.7995	NA	NA	NA	NA
169.4840	NA	NA	NA	NA
170.2174	NA	NA	NA	NA
171.2969	NA	NA	NA	NA
172.6533	NA	NA	NA	NA
172.6697	NA	NA	NA	NA
173.7887	NA	NA	NA	NA
177.2473	NA	NA	NA	NA
178.5712	NA	NA	NA	NA
179.2942	NA	NA	NA	NA
180.5470	NA	NA	NA	NA
180.8666	NA	NA	NA	NA
182.7365	NA	NA	NA	NA
183.8606	NA	NA	NA	NA
184.0297	NA	NA	NA	NA
184.0469	NA	NA	NA	NA
184.0524	NA	NA	NA	NA
184.0563	NA	NA	NA	NA
184.0603	NA	NA	NA	NA
184.0646	NA	NA	NA	NA
184.0693	NA	NA	NA	NA
184.0731	NA	NA	NA	NA
184.0780	NA	NA	NA	NA
184.0831	NA	NA	NA	NA
184.0879	NA	NA	NA	NA
184.0936	NA	NA	NA	NA
184.0987	NA	NA	NA	NA
184.1056	NA	NA	NA	NA
184.1126	NA	NA	NA	NA
184.1189	NA	NA	NA	NA
184.1259	NA	NA	NA	NA
184.1326	NA	NA	NA	NA
184.1393	NA	NA	NA	NA
184.1499	NA	NA	NA	NA
184.1594	NA	NA	NA	NA
184.1706	NA	NA	NA	NA
184.1826	NA	NA	NA	NA
184.1899	NA	NA	NA	NA
184.2041	NA	NA	NA	NA
184.2134	NA	NA	NA	NA
184.2287	NA	NA	NA	NA
184.2430	NA	NA	NA	NA
184.2581	NA	NA	NA	NA
184.2684	NA	NA	NA	NA
184.2987	NA	NA	NA	NA
184.3094	NA	NA	NA	NA
184.3330	NA	NA	NA	NA
184.3418	NA	NA	NA	NA
184.3508	NA	NA	NA	NA
184.3671	NA	NA	NA	NA
184.3956	NA	NA	NA	NA
184.4179	NA	NA	NA	NA
184.4297	NA	NA	NA	NA
184.4600	NA	NA	NA	NA
184.4949	NA	NA	NA	NA
184.5042	NA	NA	NA	NA
184.5562	NA	NA	NA	NA
184.5632	NA	NA	NA	NA
184.5759	NA	NA	NA	NA
184.5872	NA	NA	NA	NA
184.6485	NA	NA	NA	NA
184.6592	NA	NA	NA	NA
184.6700	NA	NA	NA	NA
184.7386	NA	NA	NA	NA
184.7454	NA	NA	NA	NA
184.7563	NA	NA	NA	NA
184.7668	NA	NA	NA	NA
184.8510	NA	NA	NA	NA
184.8923	NA	NA	NA	NA
184.9058	NA	NA	NA	NA
184.9415	NA	NA	NA	NA
184.9635	NA	NA	NA	NA
184.9845	NA	NA	NA	NA
185.0479	NA	NA	NA	NA
185.0595	NA	NA	NA	NA
185.0697	NA	NA	NA	NA
185.1478	NA	NA	NA	NA
185.1640	NA	NA	NA	NA
185.2255	NA	NA	NA	NA
185.2651	NA	NA	NA	NA
185.2957	NA	NA	NA	NA
185.3382	NA	NA	NA	NA
185.3636	NA	NA	NA	NA
185.3767	NA	NA	NA	NA
185.3859	NA	NA	NA	NA
185.4789	NA	NA	NA	NA
185.5020	NA	NA	NA	NA
185.5165	NA	NA	NA	NA
185.5876	NA	NA	NA	NA
185.6244	NA	NA	NA	NA
185.6437	NA	NA	NA	NA
185.6543	NA	NA	NA	NA
185.7445	NA	NA	NA	NA
185.8270	NA	NA	NA	NA
185.8588	NA	NA	NA	NA
185.8971	NA	NA	NA	NA
185.9375	NA	NA	NA	NA
186.0140	NA	NA	NA	NA
186.9193	NA	NA	NA	NA
186.9423	NA	NA	NA	NA
187.3700	NA	NA	NA	NA
187.3871	NA	NA	NA	NA
187.4831	NA	NA	NA	NA
187.9012	NA	NA	NA	NA
187.9109	NA	NA	NA	NA
188.1537	NA	NA	NA	NA
188.5791	NA	NA	NA	NA
188.7765	NA	NA	NA	NA
188.8360	NA	NA	NA	NA
189.7214	NA	NA	NA	NA
190.4167	NA	NA	NA	NA
190.8320	NA	NA	NA	NA
191.3698	NA	NA	NA	NA
192.0905	NA	NA	NA	NA
192.2909	NA	NA	NA	NA
192.4451	NA	NA	NA	NA
193.4037	NA	NA	NA	NA
193.4167	NA	NA	NA	NA
193.5982	NA	NA	NA	NA
195.1927	NA	NA	NA	NA
195.2077	NA	NA	NA	NA
195.2333	NA	NA	NA	NA
195.4963	NA	NA	NA	NA
195.6785	NA	NA	NA	NA
196.7623	NA	NA	NA	NA
198.5331	NA	NA	NA	NA
198.9495	NA	NA	NA	NA
199.6747	NA	NA	NA	NA
200.2877	NA	NA	NA	NA
202.7464	NA	NA	NA	NA
202.8064	NA	NA	NA	NA
203.3280	NA	NA	NA	NA
203.3670	NA	NA	NA	NA
203.6137	NA	NA	NA	NA
205.0496	NA	NA	NA	NA
207.7100	NA	NA	NA	NA
207.7253	NA	NA	NA	NA
209.4977	NA	NA	NA	NA
212.5061	NA	NA	NA	NA
213.0719	NA	NA	NA	NA
214.3147	NA	NA	NA	NA
214.3272	NA	NA	NA	NA
