spike times	Vanne1 ON	Vanne1 OFF	Vanne2 ON	Vanne2 OFF
0.0303	60.0185	62.0189	0.0186	60.0185
0.2263	122.0203	124.0206	62.0189	122.0204
0.2557	184.0212	186.0213	124.0206	184.0213
0.4212	NA	NA	186.0213	-1.0000
0.4710	NA	NA	NA	NA
0.4827	NA	NA	NA	NA
0.5050	NA	NA	NA	NA
0.7868	NA	NA	NA	NA
0.7924	NA	NA	NA	NA
0.9192	NA	NA	NA	NA
1.1191	NA	NA	NA	NA
1.1250	NA	NA	NA	NA
1.1315	NA	NA	NA	NA
1.1393	NA	NA	NA	NA
1.7363	NA	NA	NA	NA
1.9166	NA	NA	NA	NA
2.1440	NA	NA	NA	NA
2.6194	NA	NA	NA	NA
3.0494	NA	NA	NA	NA
3.3523	NA	NA	NA	NA
3.3908	NA	NA	NA	NA
3.4177	NA	NA	NA	NA
3.6704	NA	NA	NA	NA
3.6817	NA	NA	NA	NA
3.6960	NA	NA	NA	NA
3.7607	NA	NA	NA	NA
3.7795	NA	NA	NA	NA
3.7880	NA	NA	NA	NA
3.9736	NA	NA	NA	NA
4.5913	NA	NA	NA	NA
4.6053	NA	NA	NA	NA
4.6258	NA	NA	NA	NA
4.8190	NA	NA	NA	NA
4.8266	NA	NA	NA	NA
4.9162	NA	NA	NA	NA
4.9230	NA	NA	NA	NA
4.9670	NA	NA	NA	NA
5.1950	NA	NA	NA	NA
5.6797	NA	NA	NA	NA
6.3781	NA	NA	NA	NA
6.5383	NA	NA	NA	NA
7.3439	NA	NA	NA	NA
7.4060	NA	NA	NA	NA
7.6566	NA	NA	NA	NA
8.0011	NA	NA	NA	NA
8.0144	NA	NA	NA	NA
8.1223	NA	NA	NA	NA
8.1456	NA	NA	NA	NA
8.6907	NA	NA	NA	NA
8.8276	NA	NA	NA	NA
8.9670	NA	NA	NA	NA
9.0479	NA	NA	NA	NA
10.0823	NA	NA	NA	NA
10.0892	NA	NA	NA	NA
10.2904	NA	NA	NA	NA
10.5169	NA	NA	NA	NA
10.7450	NA	NA	NA	NA
10.9167	NA	NA	NA	NA
10.9850	NA	NA	NA	NA
11.1279	NA	NA	NA	NA
11.3711	NA	NA	NA	NA
11.5251	NA	NA	NA	NA
11.8070	NA	NA	NA	NA
12.0667	NA	NA	NA	NA
12.4198	NA	NA	NA	NA
12.5830	NA	NA	NA	NA
13.2443	NA	NA	NA	NA
13.4106	NA	NA	NA	NA
13.4205	NA	NA	NA	NA
13.4905	NA	NA	NA	NA
13.9686	NA	NA	NA	NA
14.4500	NA	NA	NA	NA
14.4902	NA	NA	NA	NA
14.5215	NA	NA	NA	NA
14.8980	NA	NA	NA	NA
14.9074	NA	NA	NA	NA
15.4924	NA	NA	NA	NA
15.5156	NA	NA	NA	NA
15.8547	NA	NA	NA	NA
15.9421	NA	NA	NA	NA
17.1343	NA	NA	NA	NA
18.1278	NA	NA	NA	NA
18.4985	NA	NA	NA	NA
18.7128	NA	NA	NA	NA
19.1645	NA	NA	NA	NA
19.4089	NA	NA	NA	NA
19.4277	NA	NA	NA	NA
20.0379	NA	NA	NA	NA
20.0595	NA	NA	NA	NA
20.4796	NA	NA	NA	NA
20.8750	NA	NA	NA	NA
20.8849	NA	NA	NA	NA
21.6093	NA	NA	NA	NA
21.6185	NA	NA	NA	NA
21.6265	NA	NA	NA	NA
21.6406	NA	NA	NA	NA
21.7413	NA	NA	NA	NA
22.0830	NA	NA	NA	NA
23.2956	NA	NA	NA	NA
23.7594	NA	NA	NA	NA
24.1478	NA	NA	NA	NA
24.1846	NA	NA	NA	NA
24.2590	NA	NA	NA	NA
25.9237	NA	NA	NA	NA
25.9305	NA	NA	NA	NA
26.0672	NA	NA	NA	NA
26.5812	NA	NA	NA	NA
26.6030	NA	NA	NA	NA
27.1030	NA	NA	NA	NA
28.6216	NA	NA	NA	NA
28.7231	NA	NA	NA	NA
28.7461	NA	NA	NA	NA
29.2416	NA	NA	NA	NA
29.8146	NA	NA	NA	NA
29.8237	NA	NA	NA	NA
30.3752	NA	NA	NA	NA
30.7310	NA	NA	NA	NA
30.7741	NA	NA	NA	NA
30.7907	NA	NA	NA	NA
30.9003	NA	NA	NA	NA
31.4001	NA	NA	NA	NA
31.4123	NA	NA	NA	NA
31.4265	NA	NA	NA	NA
31.6836	NA	NA	NA	NA
31.6917	NA	NA	NA	NA
31.7035	NA	NA	NA	NA
32.8299	NA	NA	NA	NA
35.1469	NA	NA	NA	NA
35.3493	NA	NA	NA	NA
35.5632	NA	NA	NA	NA
35.5784	NA	NA	NA	NA
35.9392	NA	NA	NA	NA
36.0498	NA	NA	NA	NA
36.0649	NA	NA	NA	NA
36.3230	NA	NA	NA	NA
36.3384	NA	NA	NA	NA
36.3547	NA	NA	NA	NA
36.3688	NA	NA	NA	NA
36.5838	NA	NA	NA	NA
37.0623	NA	NA	NA	NA
37.4908	NA	NA	NA	NA
38.6645	NA	NA	NA	NA
38.6724	NA	NA	NA	NA
38.9828	NA	NA	NA	NA
38.9935	NA	NA	NA	NA
39.4137	NA	NA	NA	NA
39.9023	NA	NA	NA	NA
41.1229	NA	NA	NA	NA
41.1349	NA	NA	NA	NA
41.3733	NA	NA	NA	NA
42.1420	NA	NA	NA	NA
42.6873	NA	NA	NA	NA
43.2806	NA	NA	NA	NA
43.2913	NA	NA	NA	NA
44.4637	NA	NA	NA	NA
44.4724	NA	NA	NA	NA
44.7290	NA	NA	NA	NA
44.9758	NA	NA	NA	NA
46.0939	NA	NA	NA	NA
46.4558	NA	NA	NA	NA
46.8479	NA	NA	NA	NA
47.9953	NA	NA	NA	NA
48.2277	NA	NA	NA	NA
48.2371	NA	NA	NA	NA
48.5732	NA	NA	NA	NA
49.2402	NA	NA	NA	NA
49.6696	NA	NA	NA	NA
50.2700	NA	NA	NA	NA
51.4310	NA	NA	NA	NA
51.5904	NA	NA	NA	NA
52.2237	NA	NA	NA	NA
52.5218	NA	NA	NA	NA
52.9259	NA	NA	NA	NA
53.6842	NA	NA	NA	NA
54.2854	NA	NA	NA	NA
54.5941	NA	NA	NA	NA
55.0542	NA	NA	NA	NA
55.9073	NA	NA	NA	NA
56.6509	NA	NA	NA	NA
57.0813	NA	NA	NA	NA
57.6593	NA	NA	NA	NA
58.4251	NA	NA	NA	NA
59.2676	NA	NA	NA	NA
59.2748	NA	NA	NA	NA
59.5022	NA	NA	NA	NA
59.8450	NA	NA	NA	NA
60.0459	NA	NA	NA	NA
60.0500	NA	NA	NA	NA
60.0541	NA	NA	NA	NA
60.0584	NA	NA	NA	NA
60.0630	NA	NA	NA	NA
60.0673	NA	NA	NA	NA
60.0711	NA	NA	NA	NA
60.0753	NA	NA	NA	NA
60.0798	NA	NA	NA	NA
60.0840	NA	NA	NA	NA
60.0885	NA	NA	NA	NA
60.0937	NA	NA	NA	NA
60.0988	NA	NA	NA	NA
60.1040	NA	NA	NA	NA
60.1093	NA	NA	NA	NA
60.1143	NA	NA	NA	NA
60.1208	NA	NA	NA	NA
60.1292	NA	NA	NA	NA
60.1352	NA	NA	NA	NA
60.1424	NA	NA	NA	NA
60.1492	NA	NA	NA	NA
60.1566	NA	NA	NA	NA
60.1661	NA	NA	NA	NA
60.1791	NA	NA	NA	NA
60.1907	NA	NA	NA	NA
60.1999	NA	NA	NA	NA
60.2070	NA	NA	NA	NA
60.2144	NA	NA	NA	NA
60.2251	NA	NA	NA	NA
60.2444	NA	NA	NA	NA
60.2737	NA	NA	NA	NA
60.2891	NA	NA	NA	NA
60.3048	NA	NA	NA	NA
60.3149	NA	NA	NA	NA
60.3341	NA	NA	NA	NA
60.3621	NA	NA	NA	NA
60.3712	NA	NA	NA	NA
60.3836	NA	NA	NA	NA
60.4230	NA	NA	NA	NA
60.4499	NA	NA	NA	NA
60.4659	NA	NA	NA	NA
60.5218	NA	NA	NA	NA
60.5381	NA	NA	NA	NA
60.5495	NA	NA	NA	NA
60.5763	NA	NA	NA	NA
60.6011	NA	NA	NA	NA
60.6234	NA	NA	NA	NA
60.7032	NA	NA	NA	NA
60.7284	NA	NA	NA	NA
60.7584	NA	NA	NA	NA
60.7923	NA	NA	NA	NA
60.8406	NA	NA	NA	NA
60.9105	NA	NA	NA	NA
60.9313	NA	NA	NA	NA
60.9414	NA	NA	NA	NA
60.9939	NA	NA	NA	NA
61.0215	NA	NA	NA	NA
61.0753	NA	NA	NA	NA
61.1960	NA	NA	NA	NA
61.2470	NA	NA	NA	NA
61.2643	NA	NA	NA	NA
61.3043	NA	NA	NA	NA
61.3554	NA	NA	NA	NA
61.4004	NA	NA	NA	NA
61.4517	NA	NA	NA	NA
61.4661	NA	NA	NA	NA
61.5707	NA	NA	NA	NA
61.6597	NA	NA	NA	NA
61.7128	NA	NA	NA	NA
61.8577	NA	NA	NA	NA
61.9129	NA	NA	NA	NA
62.8254	NA	NA	NA	NA
62.8315	NA	NA	NA	NA
63.4968	NA	NA	NA	NA
63.6408	NA	NA	NA	NA
63.9266	NA	NA	NA	NA
64.1131	NA	NA	NA	NA
64.2143	NA	NA	NA	NA
64.3002	NA	NA	NA	NA
64.7518	NA	NA	NA	NA
65.4413	NA	NA	NA	NA
65.4805	NA	NA	NA	NA
65.6760	NA	NA	NA	NA
65.7246	NA	NA	NA	NA
65.9195	NA	NA	NA	NA
66.4997	NA	NA	NA	NA
66.5056	NA	NA	NA	NA
66.5145	NA	NA	NA	NA
67.1625	NA	NA	NA	NA
67.4333	NA	NA	NA	NA
67.6543	NA	NA	NA	NA
67.9066	NA	NA	NA	NA
68.4960	NA	NA	NA	NA
68.5087	NA	NA	NA	NA
68.9050	NA	NA	NA	NA
69.8025	NA	NA	NA	NA
70.9726	NA	NA	NA	NA
71.0493	NA	NA	NA	NA
71.3106	NA	NA	NA	NA
71.5355	NA	NA	NA	NA
72.0131	NA	NA	NA	NA
72.2636	NA	NA	NA	NA
72.5758	NA	NA	NA	NA
73.3577	NA	NA	NA	NA
73.5529	NA	NA	NA	NA
73.9924	NA	NA	NA	NA
75.2727	NA	NA	NA	NA
75.8261	NA	NA	NA	NA
76.7992	NA	NA	NA	NA
77.0317	NA	NA	NA	NA
77.6917	NA	NA	NA	NA
78.3566	NA	NA	NA	NA
78.5227	NA	NA	NA	NA
78.5807	NA	NA	NA	NA
78.5883	NA	NA	NA	NA
78.5966	NA	NA	NA	NA
78.7588	NA	NA	NA	NA
78.7762	NA	NA	NA	NA
79.7406	NA	NA	NA	NA
80.0003	NA	NA	NA	NA
80.3616	NA	NA	NA	NA
80.8912	NA	NA	NA	NA
81.2028	NA	NA	NA	NA
81.4384	NA	NA	NA	NA
81.4439	NA	NA	NA	NA
81.4519	NA	NA	NA	NA
82.6680	NA	NA	NA	NA
83.2630	NA	NA	NA	NA
83.3206	NA	NA	NA	NA
83.3303	NA	NA	NA	NA
84.2788	NA	NA	NA	NA
85.0575	NA	NA	NA	NA
86.7517	NA	NA	NA	NA
86.8150	NA	NA	NA	NA
87.5522	NA	NA	NA	NA
88.3499	NA	NA	NA	NA
88.3638	NA	NA	NA	NA
88.9618	NA	NA	NA	NA
89.0242	NA	NA	NA	NA
89.5373	NA	NA	NA	NA
89.5441	NA	NA	NA	NA
91.4154	NA	NA	NA	NA
91.6307	NA	NA	NA	NA
91.6386	NA	NA	NA	NA
92.6327	NA	NA	NA	NA
93.5202	NA	NA	NA	NA
94.1584	NA	NA	NA	NA
94.2088	NA	NA	NA	NA
94.2393	NA	NA	NA	NA
95.3448	NA	NA	NA	NA
95.4577	NA	NA	NA	NA
95.8736	NA	NA	NA	NA
95.8832	NA	NA	NA	NA
96.2063	NA	NA	NA	NA
96.2284	NA	NA	NA	NA
96.4135	NA	NA	NA	NA
97.4359	NA	NA	NA	NA
97.4655	NA	NA	NA	NA
97.6288	NA	NA	NA	NA
97.6402	NA	NA	NA	NA
97.6735	NA	NA	NA	NA
97.8044	NA	NA	NA	NA
97.8479	NA	NA	NA	NA
98.2558	NA	NA	NA	NA
98.4413	NA	NA	NA	NA
98.9654	NA	NA	NA	NA
99.0943	NA	NA	NA	NA
99.3087	NA	NA	NA	NA
99.5667	NA	NA	NA	NA
99.8749	NA	NA	NA	NA
99.8827	NA	NA	NA	NA
100.2053	NA	NA	NA	NA
100.7050	NA	NA	NA	NA
101.1998	NA	NA	NA	NA
101.3612	NA	NA	NA	NA
101.4352	NA	NA	NA	NA
101.4912	NA	NA	NA	NA
102.1719	NA	NA	NA	NA
102.3753	NA	NA	NA	NA
102.3876	NA	NA	NA	NA
102.9897	NA	NA	NA	NA
103.1458	NA	NA	NA	NA
103.2268	NA	NA	NA	NA
103.6959	NA	NA	NA	NA
103.7070	NA	NA	NA	NA
103.9187	NA	NA	NA	NA
104.5282	NA	NA	NA	NA
104.8359	NA	NA	NA	NA
105.0753	NA	NA	NA	NA
105.5219	NA	NA	NA	NA
106.0455	NA	NA	NA	NA
106.0579	NA	NA	NA	NA
106.0662	NA	NA	NA	NA
106.1306	NA	NA	NA	NA
106.1388	NA	NA	NA	NA
106.7069	NA	NA	NA	NA
106.7185	NA	NA	NA	NA
107.5805	NA	NA	NA	NA
107.6371	NA	NA	NA	NA
109.7623	NA	NA	NA	NA
109.9929	NA	NA	NA	NA
110.3846	NA	NA	NA	NA
111.1280	NA	NA	NA	NA
111.6563	NA	NA	NA	NA
111.8086	NA	NA	NA	NA
112.0277	NA	NA	NA	NA
113.0199	NA	NA	NA	NA
113.2393	NA	NA	NA	NA
113.5518	NA	NA	NA	NA
114.5953	NA	NA	NA	NA
114.8414	NA	NA	NA	NA
115.0291	NA	NA	NA	NA
116.3542	NA	NA	NA	NA
116.3622	NA	NA	NA	NA
116.8295	NA	NA	NA	NA
117.9023	NA	NA	NA	NA
118.8561	NA	NA	NA	NA
120.3285	NA	NA	NA	NA
120.4836	NA	NA	NA	NA
120.9895	NA	NA	NA	NA
121.3296	NA	NA	NA	NA
121.4228	NA	NA	NA	NA
121.9713	NA	NA	NA	NA
121.9901	NA	NA	NA	NA
122.0463	NA	NA	NA	NA
122.0506	NA	NA	NA	NA
122.0548	NA	NA	NA	NA
122.0577	NA	NA	NA	NA
122.0625	NA	NA	NA	NA
122.0668	NA	NA	NA	NA
122.0710	NA	NA	NA	NA
122.0765	NA	NA	NA	NA
122.0812	NA	NA	NA	NA
122.0860	NA	NA	NA	NA
122.0919	NA	NA	NA	NA
122.0983	NA	NA	NA	NA
122.1040	NA	NA	NA	NA
122.1093	NA	NA	NA	NA
122.1148	NA	NA	NA	NA
122.1201	NA	NA	NA	NA
122.1263	NA	NA	NA	NA
122.1329	NA	NA	NA	NA
122.1393	NA	NA	NA	NA
122.1468	NA	NA	NA	NA
122.1559	NA	NA	NA	NA
122.1630	NA	NA	NA	NA
122.1815	NA	NA	NA	NA
122.1907	NA	NA	NA	NA
122.1991	NA	NA	NA	NA
122.2072	NA	NA	NA	NA
122.2208	NA	NA	NA	NA
122.2328	NA	NA	NA	NA
122.2427	NA	NA	NA	NA
122.2516	NA	NA	NA	NA
122.2608	NA	NA	NA	NA
122.2792	NA	NA	NA	NA
122.2940	NA	NA	NA	NA
122.3088	NA	NA	NA	NA
122.3331	NA	NA	NA	NA
122.3607	NA	NA	NA	NA
122.3880	NA	NA	NA	NA
122.4135	NA	NA	NA	NA
122.4421	NA	NA	NA	NA
122.4638	NA	NA	NA	NA
122.5004	NA	NA	NA	NA
122.5135	NA	NA	NA	NA
122.5943	NA	NA	NA	NA
122.6178	NA	NA	NA	NA
122.6293	NA	NA	NA	NA
122.7190	NA	NA	NA	NA
122.7279	NA	NA	NA	NA
122.7943	NA	NA	NA	NA
122.8023	NA	NA	NA	NA
122.9653	NA	NA	NA	NA
123.0120	NA	NA	NA	NA
123.0223	NA	NA	NA	NA
123.0439	NA	NA	NA	NA
123.0842	NA	NA	NA	NA
123.2880	NA	NA	NA	NA
123.3000	NA	NA	NA	NA
123.3662	NA	NA	NA	NA
123.3964	NA	NA	NA	NA
123.4116	NA	NA	NA	NA
123.4486	NA	NA	NA	NA
123.4763	NA	NA	NA	NA
123.7727	NA	NA	NA	NA
123.7890	NA	NA	NA	NA
123.8975	NA	NA	NA	NA
123.9254	NA	NA	NA	NA
123.9848	NA	NA	NA	NA
123.9971	NA	NA	NA	NA
124.0332	NA	NA	NA	NA
125.0789	NA	NA	NA	NA
125.6582	NA	NA	NA	NA
125.8677	NA	NA	NA	NA
126.1441	NA	NA	NA	NA
127.0462	NA	NA	NA	NA
127.0596	NA	NA	NA	NA
127.2764	NA	NA	NA	NA
127.3267	NA	NA	NA	NA
127.3430	NA	NA	NA	NA
127.3570	NA	NA	NA	NA
127.7034	NA	NA	NA	NA
128.8576	NA	NA	NA	NA
129.1099	NA	NA	NA	NA
129.5419	NA	NA	NA	NA
129.5571	NA	NA	NA	NA
129.5730	NA	NA	NA	NA
130.1082	NA	NA	NA	NA
130.3869	NA	NA	NA	NA
131.0092	NA	NA	NA	NA
131.3393	NA	NA	NA	NA
131.3942	NA	NA	NA	NA
131.4024	NA	NA	NA	NA
131.8962	NA	NA	NA	NA
132.0289	NA	NA	NA	NA
132.0411	NA	NA	NA	NA
132.2019	NA	NA	NA	NA
132.3399	NA	NA	NA	NA
133.7626	NA	NA	NA	NA
133.7846	NA	NA	NA	NA
133.7937	NA	NA	NA	NA
134.8532	NA	NA	NA	NA
135.1246	NA	NA	NA	NA
138.1646	NA	NA	NA	NA
140.5051	NA	NA	NA	NA
141.5814	NA	NA	NA	NA
142.9106	NA	NA	NA	NA
143.3796	NA	NA	NA	NA
143.6063	NA	NA	NA	NA
143.6279	NA	NA	NA	NA
144.0408	NA	NA	NA	NA
146.7223	NA	NA	NA	NA
147.9224	NA	NA	NA	NA
147.9287	NA	NA	NA	NA
148.7306	NA	NA	NA	NA
149.2552	NA	NA	NA	NA
149.2740	NA	NA	NA	NA
149.6170	NA	NA	NA	NA
149.8650	NA	NA	NA	NA
150.1901	NA	NA	NA	NA
150.5561	NA	NA	NA	NA
151.0410	NA	NA	NA	NA
151.7544	NA	NA	NA	NA
152.6790	NA	NA	NA	NA
153.2886	NA	NA	NA	NA
154.5749	NA	NA	NA	NA
154.7628	NA	NA	NA	NA
155.1375	NA	NA	NA	NA
155.7527	NA	NA	NA	NA
160.1866	NA	NA	NA	NA
160.6571	NA	NA	NA	NA
160.7778	NA	NA	NA	NA
161.0724	NA	NA	NA	NA
163.5555	NA	NA	NA	NA
166.9127	NA	NA	NA	NA
167.4651	NA	NA	NA	NA
167.4734	NA	NA	NA	NA
168.1940	NA	NA	NA	NA
168.4375	NA	NA	NA	NA
169.8178	NA	NA	NA	NA
173.0207	NA	NA	NA	NA
173.1097	NA	NA	NA	NA
173.8939	NA	NA	NA	NA
173.9022	NA	NA	NA	NA
174.1932	NA	NA	NA	NA
176.8873	NA	NA	NA	NA
177.0201	NA	NA	NA	NA
177.8338	NA	NA	NA	NA
178.2470	NA	NA	NA	NA
178.7754	NA	NA	NA	NA
178.9181	NA	NA	NA	NA
179.2959	NA	NA	NA	NA
180.1161	NA	NA	NA	NA
180.3914	NA	NA	NA	NA
180.7798	NA	NA	NA	NA
181.9302	NA	NA	NA	NA
182.3938	NA	NA	NA	NA
183.1325	NA	NA	NA	NA
183.4860	NA	NA	NA	NA
183.8122	NA	NA	NA	NA
184.0443	NA	NA	NA	NA
184.0490	NA	NA	NA	NA
184.0556	NA	NA	NA	NA
184.0608	NA	NA	NA	NA
184.0651	NA	NA	NA	NA
184.0689	NA	NA	NA	NA
184.0726	NA	NA	NA	NA
184.0768	NA	NA	NA	NA
184.0812	NA	NA	NA	NA
184.0861	NA	NA	NA	NA
184.0904	NA	NA	NA	NA
184.0965	NA	NA	NA	NA
184.1025	NA	NA	NA	NA
184.1091	NA	NA	NA	NA
184.1153	NA	NA	NA	NA
184.1217	NA	NA	NA	NA
184.1307	NA	NA	NA	NA
184.1410	NA	NA	NA	NA
184.1488	NA	NA	NA	NA
184.1544	NA	NA	NA	NA
184.1645	NA	NA	NA	NA
184.1790	NA	NA	NA	NA
184.1897	NA	NA	NA	NA
184.2006	NA	NA	NA	NA
184.2163	NA	NA	NA	NA
184.2514	NA	NA	NA	NA
184.2638	NA	NA	NA	NA
184.2780	NA	NA	NA	NA
184.3065	NA	NA	NA	NA
184.3499	NA	NA	NA	NA
184.4031	NA	NA	NA	NA
184.4174	NA	NA	NA	NA
184.4873	NA	NA	NA	NA
184.5064	NA	NA	NA	NA
184.5690	NA	NA	NA	NA
184.6210	NA	NA	NA	NA
184.6326	NA	NA	NA	NA
184.8274	NA	NA	NA	NA
184.8461	NA	NA	NA	NA
184.8583	NA	NA	NA	NA
184.9970	NA	NA	NA	NA
185.0594	NA	NA	NA	NA
185.0725	NA	NA	NA	NA
185.0824	NA	NA	NA	NA
185.1746	NA	NA	NA	NA
185.1967	NA	NA	NA	NA
185.3734	NA	NA	NA	NA
185.4189	NA	NA	NA	NA
185.4354	NA	NA	NA	NA
185.4464	NA	NA	NA	NA
185.5368	NA	NA	NA	NA
185.6046	NA	NA	NA	NA
185.8477	NA	NA	NA	NA
185.9441	NA	NA	NA	NA
187.3702	NA	NA	NA	NA
187.3819	NA	NA	NA	NA
187.5180	NA	NA	NA	NA
187.9426	NA	NA	NA	NA
188.8611	NA	NA	NA	NA
188.9116	NA	NA	NA	NA
190.5646	NA	NA	NA	NA
190.5969	NA	NA	NA	NA
190.6377	NA	NA	NA	NA
190.7297	NA	NA	NA	NA
191.7027	NA	NA	NA	NA
191.9672	NA	NA	NA	NA
192.1694	NA	NA	NA	NA
192.7421	NA	NA	NA	NA
193.4174	NA	NA	NA	NA
193.4290	NA	NA	NA	NA
195.6872	NA	NA	NA	NA
197.7690	NA	NA	NA	NA
197.9660	NA	NA	NA	NA
197.9718	NA	NA	NA	NA
198.3069	NA	NA	NA	NA
198.6122	NA	NA	NA	NA
198.6195	NA	NA	NA	NA
199.0728	NA	NA	NA	NA
199.1755	NA	NA	NA	NA
199.8447	NA	NA	NA	NA
200.1491	NA	NA	NA	NA
201.0286	NA	NA	NA	NA
201.4975	NA	NA	NA	NA
201.8406	NA	NA	NA	NA
201.9757	NA	NA	NA	NA
202.7544	NA	NA	NA	NA
202.7647	NA	NA	NA	NA
204.2661	NA	NA	NA	NA
205.0855	NA	NA	NA	NA
207.2398	NA	NA	NA	NA
208.5245	NA	NA	NA	NA
208.8500	NA	NA	NA	NA
208.9044	NA	NA	NA	NA
210.1645	NA	NA	NA	NA
210.4556	NA	NA	NA	NA
211.0297	NA	NA	NA	NA
211.0382	NA	NA	NA	NA
211.2404	NA	NA	NA	NA
212.6574	NA	NA	NA	NA
212.7987	NA	NA	NA	NA
214.4287	NA	NA	NA	NA
215.4234	NA	NA	NA	NA
215.5725	NA	NA	NA	NA
215.5893	NA	NA	NA	NA
215.9284	NA	NA	NA	NA
