spike times	Vanne1 ON	Vanne1 OFF
1.1010	30.0235	30.2244
1.1140	90.2255	92.2259
1.8150	152.2280	152.2484
1.8325	212.2490	212.4494
1.8455	272.4520	274.4529
1.8620	334.4540	334.4744
2.2965	394.4765	394.6764
2.3315	454.6790	456.6785
2.3620	516.6805	516.7009
2.5300	576.7030	576.9040
2.5915	636.9045	638.9054
2.6295	698.9075	698.9280
2.8370	758.9290	759.1295
4.3590	819.1315	821.1319
4.3725	881.1335	881.1534
4.3845	NA	NA
4.4365	NA	NA
4.4995	NA	NA
4.9220	NA	NA
4.9595	NA	NA
5.0720	NA	NA
5.4790	NA	NA
5.4965	NA	NA
6.9120	NA	NA
6.9370	NA	NA
6.9500	NA	NA
6.9800	NA	NA
7.4260	NA	NA
7.4360	NA	NA
7.4525	NA	NA
7.5950	NA	NA
8.0100	NA	NA
8.0245	NA	NA
8.1170	NA	NA
8.1265	NA	NA
8.1810	NA	NA
8.2115	NA	NA
8.3360	NA	NA
8.3525	NA	NA
8.4960	NA	NA
9.5535	NA	NA
9.5655	NA	NA
9.6040	NA	NA
9.6195	NA	NA
9.7160	NA	NA
9.7500	NA	NA
10.3870	NA	NA
10.4035	NA	NA
10.4405	NA	NA
10.4940	NA	NA
11.8770	NA	NA
11.8875	NA	NA
11.8975	NA	NA
11.9100	NA	NA
11.9210	NA	NA
12.0130	NA	NA
12.4845	NA	NA
13.8030	NA	NA
13.8140	NA	NA
13.8380	NA	NA
13.8825	NA	NA
14.1980	NA	NA
14.2150	NA	NA
14.2425	NA	NA
14.2735	NA	NA
15.3075	NA	NA
15.3300	NA	NA
15.3495	NA	NA
15.3850	NA	NA
16.8145	NA	NA
16.8470	NA	NA
16.8695	NA	NA
17.4815	NA	NA
17.4940	NA	NA
17.5155	NA	NA
17.5960	NA	NA
17.7685	NA	NA
18.3790	NA	NA
19.2180	NA	NA
19.2305	NA	NA
20.7985	NA	NA
20.8190	NA	NA
20.8315	NA	NA
20.8605	NA	NA
21.3040	NA	NA
21.7585	NA	NA
21.7730	NA	NA
22.0165	NA	NA
22.1850	NA	NA
22.4125	NA	NA
22.7510	NA	NA
22.9465	NA	NA
22.9595	NA	NA
23.5400	NA	NA
23.5580	NA	NA
23.6050	NA	NA
23.7255	NA	NA
23.8140	NA	NA
24.5975	NA	NA
24.6075	NA	NA
24.6220	NA	NA
24.6500	NA	NA
24.6890	NA	NA
25.1215	NA	NA
26.1430	NA	NA
26.8625	NA	NA
26.8825	NA	NA
26.8950	NA	NA
27.1790	NA	NA
27.8055	NA	NA
27.8245	NA	NA
28.0070	NA	NA
28.3885	NA	NA
28.4030	NA	NA
28.8810	NA	NA
29.0545	NA	NA
29.0730	NA	NA
29.1525	NA	NA
29.3210	NA	NA
29.4290	NA	NA
29.4415	NA	NA
30.1460	NA	NA
30.1755	NA	NA
30.2015	NA	NA
30.2285	NA	NA
30.2455	NA	NA
30.2560	NA	NA
30.2690	NA	NA
30.2850	NA	NA
30.3065	NA	NA
30.3225	NA	NA
30.3900	NA	NA
30.4220	NA	NA
30.8520	NA	NA
31.3975	NA	NA
31.4695	NA	NA
31.6805	NA	NA
31.8085	NA	NA
32.4580	NA	NA
32.5285	NA	NA
32.6755	NA	NA
33.3260	NA	NA
33.3405	NA	NA
35.1220	NA	NA
35.1310	NA	NA
35.1415	NA	NA
35.1575	NA	NA
35.6870	NA	NA
36.5725	NA	NA
36.6300	NA	NA
37.1665	NA	NA
37.6990	NA	NA
38.0505	NA	NA
38.0715	NA	NA
38.1390	NA	NA
38.6715	NA	NA
38.8675	NA	NA
39.1225	NA	NA
39.1630	NA	NA
39.3250	NA	NA
39.7155	NA	NA
39.7345	NA	NA
39.7520	NA	NA
40.1565	NA	NA
40.1760	NA	NA
40.3030	NA	NA
41.8800	NA	NA
41.8930	NA	NA
41.9105	NA	NA
41.9340	NA	NA
43.4345	NA	NA
44.1075	NA	NA
44.1295	NA	NA
44.2195	NA	NA
46.2620	NA	NA
46.2945	NA	NA
47.6890	NA	NA
48.0360	NA	NA
48.0755	NA	NA
48.7565	NA	NA
48.7885	NA	NA
48.8525	NA	NA
49.4655	NA	NA
49.7180	NA	NA
49.7485	NA	NA
50.0925	NA	NA
50.1075	NA	NA
50.1990	NA	NA
50.4720	NA	NA
50.5390	NA	NA
50.8355	NA	NA
51.3485	NA	NA
51.3750	NA	NA
51.4190	NA	NA
51.4980	NA	NA
52.1990	NA	NA
52.2070	NA	NA
52.2190	NA	NA
52.2295	NA	NA
52.7315	NA	NA
52.7645	NA	NA
52.8240	NA	NA
54.0230	NA	NA
54.0385	NA	NA
54.1465	NA	NA
54.1690	NA	NA
54.2790	NA	NA
54.7315	NA	NA
54.7420	NA	NA
54.7785	NA	NA
55.1755	NA	NA
55.8670	NA	NA
56.2775	NA	NA
56.2910	NA	NA
56.3285	NA	NA
56.7910	NA	NA
56.8050	NA	NA
56.8280	NA	NA
57.2970	NA	NA
57.9015	NA	NA
57.9495	NA	NA
57.9725	NA	NA
58.2460	NA	NA
58.5120	NA	NA
58.6220	NA	NA
59.3765	NA	NA
59.3875	NA	NA
59.5310	NA	NA
59.7490	NA	NA
59.7735	NA	NA
59.9405	NA	NA
60.3125	NA	NA
60.3245	NA	NA
60.6720	NA	NA
60.7090	NA	NA
61.0155	NA	NA
61.4100	NA	NA
61.4170	NA	NA
61.4255	NA	NA
61.4385	NA	NA
64.6080	NA	NA
64.6175	NA	NA
64.6305	NA	NA
64.6985	NA	NA
65.5080	NA	NA
65.5295	NA	NA
65.6760	NA	NA
65.7420	NA	NA
67.5185	NA	NA
67.5540	NA	NA
67.6025	NA	NA
70.1820	NA	NA
70.2040	NA	NA
71.9150	NA	NA
71.9375	NA	NA
72.0585	NA	NA
72.2925	NA	NA
72.8220	NA	NA
72.8630	NA	NA
73.2400	NA	NA
73.3150	NA	NA
73.9305	NA	NA
74.5345	NA	NA
74.5515	NA	NA
74.7780	NA	NA
75.4805	NA	NA
75.5085	NA	NA
75.5220	NA	NA
75.5440	NA	NA
75.6155	NA	NA
76.0945	NA	NA
76.2895	NA	NA
77.2995	NA	NA
77.3320	NA	NA
77.3525	NA	NA
78.1250	NA	NA
78.4310	NA	NA
78.5190	NA	NA
78.6200	NA	NA
78.6625	NA	NA
79.1420	NA	NA
79.1550	NA	NA
79.3615	NA	NA
79.4735	NA	NA
79.6865	NA	NA
79.6970	NA	NA
79.7165	NA	NA
79.8415	NA	NA
79.9015	NA	NA
82.4790	NA	NA
82.4950	NA	NA
82.5220	NA	NA
82.5515	NA	NA
82.7465	NA	NA
82.7620	NA	NA
83.3130	NA	NA
83.3280	NA	NA
83.3590	NA	NA
84.5405	NA	NA
84.5660	NA	NA
84.8205	NA	NA
85.0035	NA	NA
85.3915	NA	NA
85.8250	NA	NA
85.8595	NA	NA
87.3755	NA	NA
87.3970	NA	NA
87.4175	NA	NA
87.4435	NA	NA
87.5130	NA	NA
87.5590	NA	NA
88.1015	NA	NA
88.2095	NA	NA
88.3010	NA	NA
88.3955	NA	NA
88.8270	NA	NA
88.8385	NA	NA
88.8510	NA	NA
88.9955	NA	NA
89.0330	NA	NA
89.8325	NA	NA
89.8485	NA	NA
89.9675	NA	NA
90.3080	NA	NA
90.3545	NA	NA
90.3665	NA	NA
90.3740	NA	NA
90.3840	NA	NA
90.4090	NA	NA
90.4325	NA	NA
90.5140	NA	NA
90.5265	NA	NA
90.5530	NA	NA
90.5775	NA	NA
90.6280	NA	NA
90.8290	NA	NA
90.8870	NA	NA
91.0050	NA	NA
91.0470	NA	NA
91.0640	NA	NA
91.0780	NA	NA
91.1110	NA	NA
91.1630	NA	NA
91.2145	NA	NA
91.2400	NA	NA
91.2735	NA	NA
91.4120	NA	NA
91.5050	NA	NA
91.5820	NA	NA
91.6040	NA	NA
91.8210	NA	NA
91.8565	NA	NA
91.9040	NA	NA
92.1120	NA	NA
92.1630	NA	NA
92.2015	NA	NA
92.2130	NA	NA
93.0690	NA	NA
93.2305	NA	NA
93.2600	NA	NA
93.3435	NA	NA
93.4770	NA	NA
93.8540	NA	NA
94.0305	NA	NA
94.0590	NA	NA
95.5535	NA	NA
95.5855	NA	NA
95.6185	NA	NA
96.9200	NA	NA
96.9625	NA	NA
96.9860	NA	NA
97.1130	NA	NA
97.3860	NA	NA
97.5270	NA	NA
97.5670	NA	NA
98.2000	NA	NA
98.2175	NA	NA
98.2545	NA	NA
99.0615	NA	NA
99.0745	NA	NA
99.2140	NA	NA
100.3130	NA	NA
100.3360	NA	NA
100.4225	NA	NA
101.3605	NA	NA
101.3775	NA	NA
101.8970	NA	NA
101.9135	NA	NA
101.9590	NA	NA
102.4975	NA	NA
102.5575	NA	NA
103.1525	NA	NA
103.1670	NA	NA
103.2980	NA	NA
103.3360	NA	NA
104.3725	NA	NA
104.4010	NA	NA
104.5260	NA	NA
104.8695	NA	NA
104.9100	NA	NA
104.9780	NA	NA
105.0710	NA	NA
105.1140	NA	NA
105.3160	NA	NA
105.6325	NA	NA
106.8605	NA	NA
106.8965	NA	NA
107.2410	NA	NA
107.3605	NA	NA
107.8395	NA	NA
107.8610	NA	NA
108.1475	NA	NA
108.2705	NA	NA
108.2855	NA	NA
109.8855	NA	NA
109.9295	NA	NA
109.9675	NA	NA
110.5130	NA	NA
110.8290	NA	NA
111.1170	NA	NA
111.4570	NA	NA
111.4720	NA	NA
111.6055	NA	NA
111.8140	NA	NA
111.8385	NA	NA
112.0395	NA	NA
112.1575	NA	NA
112.3610	NA	NA
112.5555	NA	NA
113.2405	NA	NA
115.3880	NA	NA
116.1765	NA	NA
116.6960	NA	NA
116.7580	NA	NA
117.4400	NA	NA
117.4545	NA	NA
117.4990	NA	NA
120.0305	NA	NA
120.0510	NA	NA
120.7355	NA	NA
120.8055	NA	NA
120.8320	NA	NA
120.9730	NA	NA
120.9905	NA	NA
121.1365	NA	NA
121.1575	NA	NA
121.2655	NA	NA
121.5325	NA	NA
121.5455	NA	NA
121.6055	NA	NA
121.6740	NA	NA
121.7600	NA	NA
121.8840	NA	NA
123.0200	NA	NA
123.0285	NA	NA
124.3115	NA	NA
124.3415	NA	NA
124.7130	NA	NA
125.2200	NA	NA
125.2575	NA	NA
125.4245	NA	NA
125.9460	NA	NA
125.9630	NA	NA
126.8895	NA	NA
127.0470	NA	NA
127.0650	NA	NA
127.2265	NA	NA
129.5450	NA	NA
129.6955	NA	NA
129.7315	NA	NA
130.3485	NA	NA
130.4140	NA	NA
130.5765	NA	NA
130.7555	NA	NA
130.7675	NA	NA
130.8175	NA	NA
130.8800	NA	NA
131.1535	NA	NA
131.5440	NA	NA
131.5620	NA	NA
131.7860	NA	NA
131.8165	NA	NA
131.9535	NA	NA
132.8320	NA	NA
132.8770	NA	NA
132.8885	NA	NA
132.9050	NA	NA
134.3580	NA	NA
134.3790	NA	NA
134.6460	NA	NA
135.9955	NA	NA
136.0135	NA	NA
136.1910	NA	NA
136.6850	NA	NA
136.6930	NA	NA
136.7665	NA	NA
137.0075	NA	NA
137.2525	NA	NA
137.2805	NA	NA
137.9275	NA	NA
137.9705	NA	NA
138.9125	NA	NA
138.9305	NA	NA
139.2175	NA	NA
140.9890	NA	NA
141.0120	NA	NA
142.0240	NA	NA
142.0470	NA	NA
142.1060	NA	NA
142.3780	NA	NA
142.7970	NA	NA
143.8675	NA	NA
143.8865	NA	NA
144.0680	NA	NA
144.1600	NA	NA
144.2780	NA	NA
145.0840	NA	NA
145.5065	NA	NA
145.5440	NA	NA
145.5545	NA	NA
145.5680	NA	NA
145.6215	NA	NA
145.6825	NA	NA
146.1130	NA	NA
147.6635	NA	NA
148.0365	NA	NA
148.4400	NA	NA
150.0680	NA	NA
150.1145	NA	NA
150.2540	NA	NA
150.3475	NA	NA
150.6635	NA	NA
151.3160	NA	NA
151.5970	NA	NA
152.2305	NA	NA
152.2425	NA	NA
152.3005	NA	NA
152.3130	NA	NA
152.3720	NA	NA
152.4985	NA	NA
152.7730	NA	NA
152.8315	NA	NA
153.2105	NA	NA
153.8920	NA	NA
153.9380	NA	NA
154.8210	NA	NA
154.9030	NA	NA
155.0045	NA	NA
155.0345	NA	NA
155.0540	NA	NA
155.4105	NA	NA
155.4560	NA	NA
156.7955	NA	NA
157.1830	NA	NA
158.0025	NA	NA
158.0180	NA	NA
158.2660	NA	NA
158.3630	NA	NA
158.6520	NA	NA
159.1195	NA	NA
159.2080	NA	NA
159.8555	NA	NA
160.3125	NA	NA
160.4505	NA	NA
161.5550	NA	NA
162.6420	NA	NA
162.6565	NA	NA
163.0300	NA	NA
163.0485	NA	NA
163.5125	NA	NA
163.5435	NA	NA
164.3020	NA	NA
164.4060	NA	NA
164.4445	NA	NA
164.6985	NA	NA
166.2440	NA	NA
166.2750	NA	NA
166.3735	NA	NA
167.4570	NA	NA
167.4890	NA	NA
168.3025	NA	NA
168.5155	NA	NA
168.5840	NA	NA
168.9005	NA	NA
168.9415	NA	NA
169.4695	NA	NA
170.3665	NA	NA
170.3850	NA	NA
170.5835	NA	NA
170.7100	NA	NA
171.0280	NA	NA
171.4575	NA	NA
171.7220	NA	NA
171.7630	NA	NA
172.1515	NA	NA
172.2155	NA	NA
173.3775	NA	NA
173.4500	NA	NA
173.4660	NA	NA
173.5000	NA	NA
173.6545	NA	NA
173.7105	NA	NA
173.7440	NA	NA
173.8215	NA	NA
173.8405	NA	NA
174.3235	NA	NA
174.4020	NA	NA
174.7235	NA	NA
175.5900	NA	NA
175.6100	NA	NA
175.6915	NA	NA
177.7440	NA	NA
177.7505	NA	NA
178.0655	NA	NA
178.0870	NA	NA
178.1740	NA	NA
178.3925	NA	NA
178.4300	NA	NA
178.4730	NA	NA
178.9285	NA	NA
179.5120	NA	NA
179.5370	NA	NA
179.8650	NA	NA
180.0625	NA	NA
180.2605	NA	NA
180.3075	NA	NA
180.3410	NA	NA
182.3685	NA	NA
182.3895	NA	NA
182.4660	NA	NA
182.5435	NA	NA
184.0950	NA	NA
184.1165	NA	NA
184.3825	NA	NA
184.4830	NA	NA
184.5140	NA	NA
184.6400	NA	NA
185.0540	NA	NA
185.0780	NA	NA
185.1210	NA	NA
185.8055	NA	NA
186.0140	NA	NA
186.0440	NA	NA
186.7430	NA	NA
186.7555	NA	NA
186.7800	NA	NA
186.8190	NA	NA
