spike times	Vanne1 ON	Vanne1 OFF
6.9230	900.0352	902.0353
6.9365	NA	NA
11.6062	NA	NA
11.6182	NA	NA
12.1976	NA	NA
22.9576	NA	NA
22.9776	NA	NA
25.3552	NA	NA
30.0440	NA	NA
31.4879	NA	NA
31.5289	NA	NA
31.5402	NA	NA
31.5662	NA	NA
36.3999	NA	NA
36.4132	NA	NA
42.1443	NA	NA
42.1585	NA	NA
42.1802	NA	NA
46.5747	NA	NA
46.5799	NA	NA
46.6010	NA	NA
46.6323	NA	NA
51.3506	NA	NA
52.9402	NA	NA
52.9833	NA	NA
56.5092	NA	NA
59.7551	NA	NA
60.9208	NA	NA
60.9296	NA	NA
60.9417	NA	NA
60.9550	NA	NA
60.9672	NA	NA
60.9826	NA	NA
60.9947	NA	NA
63.8367	NA	NA
63.8514	NA	NA
63.8651	NA	NA
66.6839	NA	NA
66.6948	NA	NA
66.7115	NA	NA
66.7356	NA	NA
67.6189	NA	NA
68.3497	NA	NA
68.3889	NA	NA
69.8438	NA	NA
69.8569	NA	NA
71.9823	NA	NA
72.0046	NA	NA
72.0288	NA	NA
72.0510	NA	NA
72.0770	NA	NA
75.0613	NA	NA
75.0778	NA	NA
75.0949	NA	NA
75.1056	NA	NA
75.7831	NA	NA
77.5151	NA	NA
77.5410	NA	NA
80.0203	NA	NA
83.8945	NA	NA
84.0863	NA	NA
84.0954	NA	NA
84.1016	NA	NA
97.4177	NA	NA
98.2933	NA	NA
104.4757	NA	NA
104.4984	NA	NA
105.1594	NA	NA
121.0092	NA	NA
122.2553	NA	NA
122.9989	NA	NA
123.7684	NA	NA
123.7844	NA	NA
124.3314	NA	NA
125.4571	NA	NA
125.4771	NA	NA
125.5035	NA	NA
126.6896	NA	NA
127.5347	NA	NA
127.5504	NA	NA
128.0479	NA	NA
129.1019	NA	NA
131.4595	NA	NA
131.4977	NA	NA
132.2273	NA	NA
133.9888	NA	NA
134.1293	NA	NA
136.5294	NA	NA
137.8566	NA	NA
138.8264	NA	NA
138.8537	NA	NA
139.8595	NA	NA
141.6868	NA	NA
141.7166	NA	NA
141.7795	NA	NA
141.7876	NA	NA
141.7945	NA	NA
141.8044	NA	NA
141.8149	NA	NA
144.2968	NA	NA
145.3648	NA	NA
147.0629	NA	NA
151.4641	NA	NA
151.4899	NA	NA
153.0795	NA	NA
153.1154	NA	NA
154.6650	NA	NA
156.0392	NA	NA
157.2486	NA	NA
157.7529	NA	NA
159.7103	NA	NA
160.2784	NA	NA
160.2889	NA	NA
160.2973	NA	NA
162.5715	NA	NA
164.6708	NA	NA
166.3571	NA	NA
166.3746	NA	NA
167.7623	NA	NA
167.9705	NA	NA
168.9954	NA	NA
171.9771	NA	NA
173.0002	NA	NA
173.0143	NA	NA
176.1685	NA	NA
180.0037	NA	NA
184.3572	NA	NA
188.8272	NA	NA
189.3667	NA	NA
189.3778	NA	NA
189.4017	NA	NA
193.9239	NA	NA
195.3121	NA	NA
197.8815	NA	NA
197.9119	NA	NA
200.6681	NA	NA
205.0223	NA	NA
205.0412	NA	NA
207.2199	NA	NA
209.2550	NA	NA
210.9117	NA	NA
210.9319	NA	NA
215.9287	NA	NA
215.9418	NA	NA
217.2256	NA	NA
217.2499	NA	NA
218.0016	NA	NA
221.2811	NA	NA
221.2899	NA	NA
222.1497	NA	NA
222.1688	NA	NA
224.7558	NA	NA
227.2464	NA	NA
227.2589	NA	NA
228.5738	NA	NA
228.6030	NA	NA
233.1010	NA	NA
233.1138	NA	NA
235.8957	NA	NA
246.2126	NA	NA
246.2179	NA	NA
246.2279	NA	NA
246.2346	NA	NA
248.1701	NA	NA
248.1797	NA	NA
248.1930	NA	NA
251.4398	NA	NA
251.4523	NA	NA
252.0194	NA	NA
252.0315	NA	NA
253.3472	NA	NA
253.3632	NA	NA
257.7872	NA	NA
257.8007	NA	NA
257.8110	NA	NA
257.8250	NA	NA
279.1229	NA	NA
279.1392	NA	NA
279.1468	NA	NA
284.5871	NA	NA
284.5936	NA	NA
284.6001	NA	NA
284.6169	NA	NA
284.9560	NA	NA
285.0425	NA	NA
285.0554	NA	NA
286.1988	NA	NA
286.2172	NA	NA
289.4443	NA	NA
289.4547	NA	NA
291.6415	NA	NA
291.6571	NA	NA
291.6693	NA	NA
292.2885	NA	NA
292.2982	NA	NA
292.3123	NA	NA
292.6860	NA	NA
292.7962	NA	NA
292.8026	NA	NA
292.8141	NA	NA
294.8958	NA	NA
296.6210	NA	NA
296.6315	NA	NA
296.6396	NA	NA
296.6517	NA	NA
296.6646	NA	NA
301.1526	NA	NA
301.1604	NA	NA
301.1677	NA	NA
301.1755	NA	NA
301.1905	NA	NA
303.9406	NA	NA
303.9478	NA	NA
303.9660	NA	NA
304.4430	NA	NA
309.4355	NA	NA
309.4465	NA	NA
309.4544	NA	NA
309.4656	NA	NA
309.4746	NA	NA
310.4762	NA	NA
310.4881	NA	NA
310.4987	NA	NA
313.1163	NA	NA
313.1259	NA	NA
313.1597	NA	NA
313.7997	NA	NA
314.2191	NA	NA
314.2277	NA	NA
314.2373	NA	NA
316.6893	NA	NA
316.6956	NA	NA
316.7046	NA	NA
316.7240	NA	NA
316.8125	NA	NA
316.8407	NA	NA
317.3009	NA	NA
317.4141	NA	NA
317.4215	NA	NA
317.6093	NA	NA
317.6188	NA	NA
317.6304	NA	NA
318.2515	NA	NA
318.2651	NA	NA
318.2735	NA	NA
318.2874	NA	NA
318.2994	NA	NA
318.9074	NA	NA
318.9163	NA	NA
318.9295	NA	NA
319.7592	NA	NA
319.7696	NA	NA
319.7841	NA	NA
319.7985	NA	NA
320.2014	NA	NA
320.2628	NA	NA
320.3741	NA	NA
320.3829	NA	NA
320.3925	NA	NA
320.5256	NA	NA
320.5484	NA	NA
320.5570	NA	NA
320.6992	NA	NA
320.7071	NA	NA
320.7148	NA	NA
321.1175	NA	NA
321.3362	NA	NA
321.3504	NA	NA
321.6373	NA	NA
321.6496	NA	NA
321.8233	NA	NA
321.8295	NA	NA
321.8361	NA	NA
321.8589	NA	NA
321.8683	NA	NA
321.8772	NA	NA
324.5612	NA	NA
324.5678	NA	NA
324.5740	NA	NA
324.5808	NA	NA
324.5872	NA	NA
324.5970	NA	NA
324.6067	NA	NA
325.6538	NA	NA
325.6620	NA	NA
325.6706	NA	NA
325.6824	NA	NA
325.6909	NA	NA
326.3755	NA	NA
326.3886	NA	NA
326.3996	NA	NA
326.4102	NA	NA
329.0503	NA	NA
329.0665	NA	NA
329.0775	NA	NA
329.0940	NA	NA
329.1061	NA	NA
330.4882	NA	NA
330.5007	NA	NA
330.5104	NA	NA
330.5224	NA	NA
332.2496	NA	NA
332.2591	NA	NA
332.2682	NA	NA
332.9587	NA	NA
332.9676	NA	NA
332.9772	NA	NA
332.9926	NA	NA
333.0093	NA	NA
333.4841	NA	NA
333.4929	NA	NA
333.5012	NA	NA
333.5112	NA	NA
336.5535	NA	NA
336.5590	NA	NA
336.5668	NA	NA
336.5788	NA	NA
336.8955	NA	NA
336.9070	NA	NA
336.9160	NA	NA
337.0438	NA	NA
337.0555	NA	NA
337.2848	NA	NA
337.2940	NA	NA
337.3051	NA	NA
337.7122	NA	NA
337.7221	NA	NA
338.0893	NA	NA
338.1006	NA	NA
338.1095	NA	NA
338.8203	NA	NA
338.8302	NA	NA
339.3905	NA	NA
339.3989	NA	NA
339.4118	NA	NA
339.4226	NA	NA
340.0218	NA	NA
340.0347	NA	NA
340.0592	NA	NA
340.3249	NA	NA
340.8939	NA	NA
340.9118	NA	NA
340.9241	NA	NA
341.2074	NA	NA
341.2161	NA	NA
341.2276	NA	NA
341.7646	NA	NA
341.7843	NA	NA
342.2028	NA	NA
342.5529	NA	NA
342.5633	NA	NA
342.5755	NA	NA
342.5851	NA	NA
342.5999	NA	NA
343.4258	NA	NA
343.4423	NA	NA
343.7747	NA	NA
343.7861	NA	NA
343.8032	NA	NA
344.2552	NA	NA
344.5887	NA	NA
344.6005	NA	NA
344.6193	NA	NA
344.6305	NA	NA
345.0980	NA	NA
345.1133	NA	NA
345.6782	NA	NA
346.3301	NA	NA
346.3437	NA	NA
346.3560	NA	NA
346.7678	NA	NA
346.7772	NA	NA
347.1778	NA	NA
347.1914	NA	NA
347.5380	NA	NA
347.5464	NA	NA
347.5541	NA	NA
347.9667	NA	NA
347.9785	NA	NA
347.9956	NA	NA
348.4119	NA	NA
348.5122	NA	NA
348.9268	NA	NA
348.9552	NA	NA
349.2181	NA	NA
349.2274	NA	NA
349.2367	NA	NA
349.2485	NA	NA
349.5422	NA	NA
349.5524	NA	NA
349.9058	NA	NA
349.9173	NA	NA
350.5263	NA	NA
351.3901	NA	NA
351.3979	NA	NA
351.4060	NA	NA
351.4139	NA	NA
351.8077	NA	NA
351.8584	NA	NA
352.1807	NA	NA
352.4359	NA	NA
352.4478	NA	NA
352.6163	NA	NA
352.6259	NA	NA
352.6388	NA	NA
353.3750	NA	NA
353.3957	NA	NA
353.4048	NA	NA
353.4191	NA	NA
353.8702	NA	NA
353.8868	NA	NA
354.3898	NA	NA
354.4037	NA	NA
354.4156	NA	NA
355.6775	NA	NA
355.7018	NA	NA
356.0315	NA	NA
356.5519	NA	NA
356.5611	NA	NA
356.9621	NA	NA
357.1418	NA	NA
357.1605	NA	NA
357.9773	NA	NA
358.5357	NA	NA
358.5544	NA	NA
358.9428	NA	NA
358.9524	NA	NA
359.7909	NA	NA
359.7991	NA	NA
359.8223	NA	NA
360.3860	NA	NA
360.3960	NA	NA
360.4065	NA	NA
360.4267	NA	NA
360.4385	NA	NA
360.8215	NA	NA
360.8292	NA	NA
361.5399	NA	NA
361.5645	NA	NA
361.9608	NA	NA
361.9700	NA	NA
361.9968	NA	NA
362.3296	NA	NA
362.3416	NA	NA
362.6330	NA	NA
363.1429	NA	NA
363.1511	NA	NA
363.2885	NA	NA
363.2965	NA	NA
363.3083	NA	NA
363.3216	NA	NA
363.9379	NA	NA
363.9506	NA	NA
363.9634	NA	NA
363.9771	NA	NA
364.4451	NA	NA
364.4577	NA	NA
365.1377	NA	NA
365.1506	NA	NA
365.4034	NA	NA
365.7204	NA	NA
365.7320	NA	NA
365.9826	NA	NA
365.9924	NA	NA
366.0009	NA	NA
366.4944	NA	NA
366.5060	NA	NA
367.0578	NA	NA
367.0662	NA	NA
367.0776	NA	NA
367.0871	NA	NA
367.8526	NA	NA
367.8680	NA	NA
367.8822	NA	NA
368.2121	NA	NA
368.2235	NA	NA
368.2345	NA	NA
368.2478	NA	NA
368.5368	NA	NA
368.5510	NA	NA
368.9898	NA	NA
369.0123	NA	NA
369.2056	NA	NA
369.2151	NA	NA
369.2346	NA	NA
369.5969	NA	NA
369.6093	NA	NA
369.6187	NA	NA
369.7808	NA	NA
369.7982	NA	NA
369.9118	NA	NA
369.9236	NA	NA
369.9437	NA	NA
370.0631	NA	NA
370.0784	NA	NA
370.2317	NA	NA
370.2503	NA	NA
370.3849	NA	NA
370.3964	NA	NA
370.5842	NA	NA
370.7126	NA	NA
370.7247	NA	NA
370.7422	NA	NA
370.9737	NA	NA
370.9882	NA	NA
371.1326	NA	NA
371.2851	NA	NA
371.3662	NA	NA
371.3830	NA	NA
371.5348	NA	NA
371.5931	NA	NA
371.7774	NA	NA
371.8018	NA	NA
371.9831	NA	NA
372.0962	NA	NA
372.1065	NA	NA
372.1182	NA	NA
372.1319	NA	NA
372.2822	NA	NA
372.4180	NA	NA
372.5627	NA	NA
372.5937	NA	NA
372.7516	NA	NA
372.8652	NA	NA
374.1203	NA	NA
374.2565	NA	NA
374.3066	NA	NA
374.3130	NA	NA
374.3210	NA	NA
374.3396	NA	NA
374.4210	NA	NA
374.4301	NA	NA
374.4387	NA	NA
374.5996	NA	NA
374.6938	NA	NA
374.7049	NA	NA
374.8552	NA	NA
374.8671	NA	NA
374.8765	NA	NA
374.9922	NA	NA
375.0020	NA	NA
375.0123	NA	NA
375.1715	NA	NA
375.2979	NA	NA
375.4085	NA	NA
375.4246	NA	NA
375.5496	NA	NA
375.5610	NA	NA
375.5703	NA	NA
375.7386	NA	NA
377.2662	NA	NA
377.2755	NA	NA
377.2871	NA	NA
378.0529	NA	NA
378.3528	NA	NA
378.3644	NA	NA
378.8778	NA	NA
378.8947	NA	NA
378.9026	NA	NA
378.9177	NA	NA
379.0960	NA	NA
379.1037	NA	NA
379.1108	NA	NA
379.1186	NA	NA
379.1284	NA	NA
379.1404	NA	NA
379.3262	NA	NA
